model_name,formula,family,offset,covariance,term,estimate_log,se_log,z,p_value,irr,irr_ci_low,irr_ci_high,n_rows,n_sites,converged,model_aic,notes
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(Basin, Treatment(reference=""Central""))[T.Hood Canal]",3.3348495368701045,0.5464675297223797,6.102557527186105,1.0438452096212653e-09,28.074158780198267,9.619505498688412,81.93335835436099,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(Basin, Treatment(reference=""Central""))[T.Howe Sound]",0.844358403214013,0.7780484568861388,1.0852259852725061,0.27782157791896356,2.3264846705359847,0.5063189104032175,10.689963995080783,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(Basin, Treatment(reference=""Central""))[T.San Juan]",0.3495636013167933,0.7611274988756423,0.4592707553375458,0.6460397459166406,1.4184484044903314,0.31911016719068797,6.3050196548544175,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(Basin, Treatment(reference=""Central""))[T.South]",-1.4368511111729396,0.8500642938326206,-1.6902852191270352,0.09097340149696471,0.23767499371684833,0.044916659759956686,1.2576492317147843,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(Basin, Treatment(reference=""Central""))[T.Strait of Georgia]",2.9857485359032285,0.48726216478015405,6.12760183678607,8.921349852140318e-10,19.80131868832488,7.6196637536328735,51.45794282715743,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(Basin, Treatment(reference=""Central""))[T.Strait of Juan de Fuca]",3.0848855234607875,0.4228317810051523,7.2957749678309955,2.9694485876824477e-13,21.864963673429607,9.546269607552778,50.079942856647754,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(Basin, Treatment(reference=""Central""))[T.Whidbey]",3.5549135495732727,0.4501638617567974,7.896932320821939,2.8585148237901377e-15,34.98479538646716,14.477686373975802,84.53946829743778,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(HabitatType, Treatment(reference=""Natural Reef""))[T.Artificial Reef]",0.35958886625413045,0.4215678501256982,0.85297981368103,0.3936704986506271,1.4327402455909888,0.6270876615532159,3.2734571849998466,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(HabitatType, Treatment(reference=""Natural Reef""))[T.Eelgrass]",0.5062454472122648,0.34663397553888053,1.4604611288470808,0.1441633831275781,1.6590504940989808,0.8410159441212243,3.272766183816051,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(HabitatType, Treatment(reference=""Natural Reef""))[T.Kelp Forest]",-0.30194119895471966,0.33644249662319986,-0.8974526166736895,0.3694774466742634,0.7393815400187419,0.3823738916135415,1.4297133609556463,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(HabitatType, Treatment(reference=""Natural Reef""))[T.Soft Bottom]",1.2838285873264605,0.36773818757648075,3.4911484058463604,0.0004809490218933472,3.6104361684311423,1.7560640753676462,7.42299185386314,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,"C(HabitatType, Treatment(reference=""Natural Reef""))[T.Sponge Garden]",-19.77374213321739,0.5455578272269517,-36.24499759031324,1.1914178110372341e-287,2.584478388695361e-09,8.871422041972585e-10,7.529264767284318e-09,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
P4_eelgrass_plus_basin_plus_habitat_poisson_sensitivity,"Pycnopodia_count ~ SiteHasEelgrassInt + C(Basin, Treatment(reference=""Central"")) + C(HabitatType, Treatment(reference=""Natural Reef""))",Poisson,log(Survey.Time / 60),cluster-robust by SiteName,SiteHasEelgrassInt,1.345178650380309,0.43131789367010964,3.1187638401321673,0.0018161146123281062,3.838872295338468,1.6484098779292717,8.940094752665367,3978,133,True,7340.80618321095,Poisson sensitivity: Combined model adjusted for basin and row-level habitat.
