SiteName,Lat,Long,LENGTH,UNIT_ID,PHY_IDENT,UNIT_TYPE,BC_CLASS,DETH_CLASS,NRDA_CLASS,GEO_MAPPER,GEO_EDITOR,GEO_MAP_DT,GEO_SOURCE,BIO_MAPPER,BIO_EDITOR,BIO_MAP_DT,BIO_SOURCE,BIO_SLIDE,SCALE,VIDEO_TAPE,VIDEO_DATE,VIDEO_TIME,BASE_MAP,CHART,EXP_CALC,EXP_OBSER,EXP_BIO,EXP_CLASS,ORI,SED_SOURCE,SED_ABUND,SED_DIR,CHNG_TYPE,HAB_CALC,SHORENAME,SM_TOT_PCT,SM1_TYPE,SM1_PCT,SM1_FT,SM2_TYPE,SM2_PCT,SM2_FT,SM3_TYPE,SM3_PCT,SM3_FT,RAMP,PIERDOCK,SLIP_SMALL,SLIP_LARGE,RAILROAD,RIPAR_PCT,RIPAR_FT,ITZ_WIDTH,ZONECOMP,VER_UNIT,GRA_UNIT,SED_UNIT,TRI_UNIT,SAL_UNIT,SPA_UNIT,FUC_UNIT,BAR_UNIT,BMU_UNIT,ULV_UNIT,GCA_UNIT,OYS_UNIT,MUS_UNIT,RED_UNIT,CAL_UNIT,SBR_UNIT,SAR_UNIT,CHB_UNIT,SUR_UNIT,DEN_UNIT,ZOS_UNIT,NER_UNIT,MAC_UNIT,BIO_UNIT,BIOUNITTXT,SHORENORM,FET_NORM,RIGHT_45,LEFT_45,MAX_FET_DI,MAX_FET,EFF_FET,TIDE_RNG,A1_FMTXT,A2_FMTXT,A3_FMTXT,A4_FMTXT,B1_FMTXT,B2_FMTXT,B3_FMTXT,B4_FMTXT,B5_FMTXT,C1_FMTXT,COMMENTS,Shape_Length,distance_to_shore_m
Titlow Beach Park,47.247113,-122.554303,1921.0,1493.0,4/2/005/0,L,25.0,78.0,11.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-06,1999.0,20:10:34,T20N_R02E NW,18445,P,P,X,P,4.0,A,M,X,S,8.0,TITLOW,100.0,RR,100.0,1921.0, ,0.0,0.0, ,0.0,0.0,0.0,5.0,4.0,0.0,Y,0.0,0.0,31.0,A1 B1 B2 C1, , , , , , ,P,P, ,C, , , , , ,C,P, , , ,P,P, ,FUC-P BAR-P ULV-C SBR-C SAR-P ZOS-P NER-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR), EELGRASS (ZOS)",301.0,2.2,2.6,3.3,7.0,7.2,2.1,3.0,SEAWALL (RIPRAP); WHARF (WOOD), , , ,"BEACH FACE (SAND); SEAWALL, WHARF (RIPRAP, WOOD)","BEACH FACE (VENEER OF COBBLE, PEBBLE OVERLYING SAND); PILINGS (WOOD)", , , , , ,1921.0196521713553,54.150826971109765
Triton Cove,47.605289,-122.981388,891.891,1157.0,3/2/378/0,L,30.0,74.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-04,1999.0,19:16:04,T24N_R02W NW,18445,SP,SP,X,SP,3.0,A,M,X,S,9.0,TRITON HEAD,70.0,CB,70.0,624.32, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,20.0,A1 A2 B1 C1, , , , , , ,P,C, , , ,P, , , , ,P, , , , , , ,FUC-P BAR-C OYS-P SAR-P,"ROCKWEED (FUC), BARNACLES (BAR), OYSTERS (OYS), SARGASSUM (SAR)",108.0,3.9,2.8,19.9,60.0,20.6,5.2,2.2,"LOW INCLINED CLIFF, RAMP (DUNE GRASSES, LIVE TREES OVERLYING TILL); LOW INCLINED CLIFF, RAMP (BEDROCK)","SEAWALL (CONCRETE); LOW INCLINED CLIFF, RAMP (BEDROCK)", , ,"BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , , ,891.8811575344718,72.45477921263098
Unknown Hornby Island Site 1,49.555586,-124.67968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Hornby Island Site 2,49.540619,-124.631455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urchin Rocks South,48.41568,-122.663185,1066.253,5389.0,7/3/221/0,L,3.0,2.0,1.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990614.0,V, ,"1:12,000",WA 1997-03,1997.0,19:31:26,T34N_R01E SE,18423,SE,SE,SE,SE,1.0,X,S,X,S,3.0,ROSARIO HEAD,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1,N, , , , , ,C,C, , , , , , , , , , , , , ,C, ,VER-N FUC-C BAR-C NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), KELP (NER)",184.0,6.7,45.2,0.9,256.0,107.6,22.5,1.4,"HIGH, STEEP CLIFF (BEDROCK)", , , ,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK), , , , , , ,1066.2706279488443,33.02140908135067
Whale Rocks,48.434533,-122.934,1916.764,6978.0,8/3/049/0,L,4.0,2.0,1.0,Harper,Harper,20000115.0,VPC,Dethier,Dethier,20000325.0,V, ,"1:12,000",WA 1999-01,1999.0,15:48:52,T34N_R02W NE,18423,SE,SP,SE,SE,1.0,X,S,X,S,3.0,LONG IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1,M, , , , , ,C,C, ,P, , , , , ,P, ,P,P, , ,P, ,VER-M FUC-C BAR-C ULV-P SBR-P CHB-P SUR-P NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, CHB, NER), SURFGRASS (SUR)",177.0,0.0,0.0,0.0,0.0,85.3,29.7,1.5,IRREGULAR RAMP PLATFORM (BEDROCK), , , ,"IRREGULAR RAMP PLATFORM (BEDROCK); IRREGULAR RAMP PLATFORM (VENEER OF COBBLE, BOULDER OVERLYING BEDROCK)", , , , , ,ISLET,1916.751847227132,583.5810452317571
Whytecliff Park,49.371863,-123.292556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Widmer Reef,47.30651,-122.508343,2974.634,2689.0,5/1/218/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:12:16,T21N_R02E NE,18445,VP,SP,X,SP,3.0,B,M,X,E,4.0,RUSTON,100.0,LF,100.0,2974.63, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1, , , , , , ,P,C, , , , ,P, , ,P, , , , , , , ,FUC-P BAR-C MUS-P SBR-P,"ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), KELP (SBR)",48.0,0.0,0.0,0.0,318.0,0.2,0.0,2.4,"LANDFILL, SEAWALL (FILL, RIPRAP)", , , ,"LANDFILL (FILL, RIPRAP)", , , , , , ,2974.6445471655124,37.33991164660228
Wing Point,47.61824554,-122.489575,121.565,3155.0,5/2/359/0,L,21.0,66.0,10.0,Harper,Harper,19990415.0,V,Dethier,Dethier,19990325.0,SV, ,"1:12,000",WA 1997-07,1997.0,19:28:37,T25N_R02E SE,18445,SP,SP,SP,SP,4.0,A,M,S,S,4.0,WING POINT,100.0,RR,100.0,121.56, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,17.0,A1 B1 B2 C1, , , , , , , ,P, ,C, , , ,P, ,P,P, , , ,P,C, ,BAR-P ULV-C RED-P SBR-P SAR-P ZOS-P NER-C,"BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (SBR, NER), SARGASSUM (SAR), EELGRASS (ZOS)",119.0,8.0,25.5,6.5,161.0,27.0,7.8,2.4,SEAWALL (RIPRAP), , , ,"BEACH WITH BAR (PEBBLE, COBBLE)","TIDAL FLAT (VENEER OF COBBLE, PEBBLE OVERLYING SAND, PEBBLE, COBBLE)", , , , , ,121.56473427551154,326.64187816838773
Wreck of the Ranger,48.102921,-122.778725,7999.124,771.0,3/1/151/0,L,32.0,94.0,9.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,SV,WA 1995-22-23,"1:12,000",WA 1995-06,1995.0,19:04:17,T30N_R01W NE,18471,VP,P,P,P,5.0,A,S,SW,S,5.0, ,100.0,RR,100.0,7999.12, ,0.0,0.0, ,0.0,0.0,0.0,15.0,300.0,0.0,N,0.0,0.0,10.0,A1 B1 C1, , , , , , , ,P, ,P, , , , , , , , , , ,P, , ,BAR-P ULV-P ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",152.0,0.0,0.0,0.0,0.0,0.5,0.5,1.6,"SEAWALL, MARINA, BREAKWATER (FILL, RIPRAP)", , , ,"SEAWALL, MARINA, BREAKWATER (RIPRAP, WOOD)", , , , , , ,7999.196453769646,202.31630099120625
Yellow House,47.400139,-123.142453,3718.943,1109.0,3/2/330/0,L,30.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,WA 1999-5-4,"1:12,000",WA 1999-03,1999.0,18:08:05,T22N_R04W NE,18445,SP,P,X,P,4.0,A,M,X,S,8.0,HOOD CANAL,100.0,RR,50.0,1859.47,CB,30.0,1115.68,WB,20.0,743.79,2.0,3.0,20.0,0.0,N,20.0,743.79,22.0,A1 A2 B1 C1, , , , , , ,P,C, ,P, ,P, , , , ,P, , , ,P, , ,FUC-P BAR-C ULV-P OYS-P SAR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), SARGASSUM (SAR), EELGRASS (ZOS)",102.0,2.2,5.5,3.7,30.0,29.6,5.8,2.2,"LANDFILL (FILL); LOW INCLINED CLIFF, RAMP (DUNE GRASSES, LIVE TREES OVERLYING TILL)","SEAWALL (RIPRAP, CONCRETE, WOOD); WHARF (WOOD, RIPRAP)", , ,"BEACH FACE (VENEER OF PEBBLE OVERLYING SAND); WHARF (WOOD, RIPRAP)", , , , , ,WHARVES,3718.9407266751145,21.984627026280954
Young Island West,48.474,-122.691359,924.769,5344.0,7/3/176/0,L,3.0,3.0,3.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990613.0,V, ,"1:12,000",WA 1997-03,1997.0,19:14:55,T35N_R01E SW,18423,P,SP,X,SP,2.0,X,S,X,S,4.0,BURROW IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1,N, , , , , ,C,C, ,P, , , , , , , , , , , ,C, ,VER-N FUC-C BAR-C ULV-P NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (NER)",290.0,0.3,0.2,1.5,260.0,9.7,0.9,1.4,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK), , , , , , ,924.7838281532443,18.10989130431845
Z's Reef,47.246737,-122.603261,2161.531,1634.0,4/2/147/0,L,25.0,74.0,11.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-05,1999.0,19:11:23,T20N_R02E NW,18445,P,P,X,P,4.0,A,M,X,S,8.0,FOX ISLAND,90.0,CB,80.0,1729.22,WB,10.0,216.15, ,0.0,0.0,0.0,1.0,2.0,0.0,N,15.0,324.23,21.0,A1 B1 B2 C1, , , , , , , ,P, ,C, ,P, , , ,C,P, , , ,P, , ,BAR-P ULV-C OYS-P SBR-C SAR-P ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",65.0,5.2,3.4,1.8,65.0,5.2,2.8,3.0,"INCLINED CLIFF OF MODERATE HEIGHT (LIVE TREES, DUNE GRASSES OVERLYING TILL)", , , ,"SEAWALL (CONCRETE, WOOD); WHARF (WOOD)","BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND); WHARF (WOOD)", , , , ,WHARF,2161.536618177484,114.84236416817936
Cattle Point,48.45148,-122.961402,1520.427,5630.0,8/1/095/0,L,1.0,2.0,1.0,Harper,Harper,19940907.0,VPCT,Morris,Dethier,20000523.0,SV,"WA 1994-2-20,21,21,23","1:12,000",WA 1994-01,1994.0,11:45:15,T34N_R02W NW,18434,SP,SE,SE,SE,1.0,X,S,X,S,3.0,CATTLE PT,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,40.0,A1 B1 C1,M, , , , , ,P,P, , , , ,C,P, , , ,P,P, , ,C, ,VER-M FUC-P BAR-P MUS-C RED-P CHB-P SUR-P NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), RED ALGAE (RED), KELP (CHB, NER), SURFGRASS (SUR)",131.0,24.2,35.9,3.8,215.0,46.2,19.4,1.3,"HIGH, STEEP CLIFF (TILL)", , , ,HIGH TIDE PLATFORM (BEDROCK); RAMP PLATFORM (BEDROCK), , , , , , ,1520.4166755545923,48.4687197612552
Dallas Banks,48.133602,-122.934924,5155.488,569.0,2/2/052/0,L,25.0,18.0,4.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,SV,WA 1995-24-21,"1:12,000",WA 1995-06,1995.0,19:39:40,T30N_R02W NW,18471,SE,SE,SE,SE,3.0,B,A,SW,E,9.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,44.0,A1 B1 B2 B3 C1, , , , , , , , , , , , , , , ,P, , , , ,C, , ,SBR-P ZOS-C,"KELP (SBR), EELGRASS (ZOS)",313.0,47.5,47.0,10.6,331.0,71.1,29.9,1.3,"HIGH, STEEP CLIFF (SAND, GRAVEL)", , , ,"INCLINED BEACH (COBBLE, PEBBLE)","INCLINED BEACH (SAND, PEBBLE)",BEACH WITH LOW TIDE TERRACE (SAND), , , , ,5155.531335750311,324.47691414024115
Eagle Cove,48.459734,-123.033258,1809.228,5614.0,8/1/079/0,L,4.0,2.0,1.0,Harper,Harper,19940907.0,VPCT,Morris,Dethier,20000523.0,V, ,"1:12,000",WA 1994-01,1994.0,11:41:43,T34N_R03W NE,18434,SE,SE,SE,SE,1.0,X,S,X,S,3.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,10.0,A1 B1 C1,M, , , , , ,P,C, , , , ,P, , , , ,P,P, , ,P, ,VER-M FUC-P BAR-C MUS-P CHB-P SUR-P NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), KELP (CHB, NER), SURFGRASS (SUR)",140.0,31.7,37.3,0.5,146.0,86.7,26.6,1.3,RAMP PLATFORM (BEDROCK), , , ,RAMP PLATFORM (BEDROCK), , , , , , ,1809.2500782828822,19.12552479231581
Glen Acres,47.48005,-122.448455,4509.447,2896.0,5/2/100/0,L,24.0,66.0,10.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,SV,WA 1997-15-36,"1:12,000",WA 1997-09,1997.0,21:12:58,T23N_R03E NW,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0, ,80.0,CB,60.0,2705.67,RR,20.0,901.89, ,0.0,0.0,4.0,0.0,0.0,0.0,N,5.0,225.47,37.0,A1 B1 B2 B3 C1, , , , , , , ,C, ,C, , , , , ,P,P, , , ,C, , ,BAR-C ULV-C SBR-P SAR-P ZOS-C,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",55.0,5.4,5.9,11.2,1.0,48.7,8.8,2.4,"SEAWALL (CONCRETE, RIPRAP); BEACH BERM (SAND); BOAT RAMP (CONCRETE)", , , ,"SEAWALL (CONCRETE, RIPRAP); BEACH FACE (SAND, PEBBLE); BOAT RAMP (CONCRETE)","BEACH FACE (SAND, PEBBLE)","BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , ,4509.459068660134,126.81169793223148
Green Point,48.118525,-123.315716,7368.052,500.0,2/1/090/0,L,25.0,22.0,5.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,SV,WA 1995-26-17,"1:12,000",WA 1995-06,1995.0,20:14:53,T30N_R5W NE,18465,SE,SE,SE,SE,3.0,B,A,NE,E,9.0,W. GREEN PT.,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,23.0,A1 A2 B1 B2 B3 C1, , , , , , , , , , , , , , , , , ,P, , , ,P, ,CHB-P NER-P,"KELP (CHB, NER)",339.0,35.0,43.6,500.0,291.0,500.0,52.5,1.3,"HIGH, STEEP CLIFF (SAND, GRAVEL)","LOW INCLINED CLIFF WITH FAN (SAND, GRAVEL)", , ,"BEACH BERM (LOGS OVERLYING COBBLE, PEBBLE)","BEACH FACE (VENEER OF SAND OVERLYING SAND, GRAVEL)","BEACH FACE (VENEER OF PEBBLE OVERLYING SAND, GRAVEL)", , , , ,7368.052682160694,560.9757653444516
Lawrence Point,48.66048,-122.741701,2060.314,6235.0,8/2/064/0,L,14.0,19.0,4.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-02,1999.0,18:28:18,T37N_R01E SW,18423,SP,SP,X,SP,4.0,B,S,X,S,4.0,"ORCAS IS, LAWRENCE P",0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1,N, , , , , ,P,C, ,C, , , , , ,P, , , , , , , ,VER-N FUC-P BAR-C ULV-C SBR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",157.0,6.1,9.3,24.2,181.0,47.4,7.5,1.4,"LOW INCLINED CLIFF, RAMP (BEDROCK)", , , ,"BEACH FACE (SAND, PEBBLE, COBBLE, BOULDER); RAMP PLATFORM (VENEER OF SAND, PEBBLE, COBBLE, BOULDER OVERLYING BEDROCK); RAMP PLATFORM (BEDROCK)", , , , , , ,2060.359165988171,22.591164618646463
Lawrence Point,48.66048,-122.741701,1385.977,6236.0,8/2/065/0,L,3.0,49.0,9.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-02,1999.0,18:28:30,T37N_R01E SW,18423,SE,SP,SP,SP,2.0,B,S,X,S,4.0,"ORCAS IS, LAWRENCE P",0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,1.0,A1 B1 C1,N, , , , , ,P,C, , , , , , , , , , , , , ,C, ,VER-N FUC-P BAR-C NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), KELP (NER)",43.0,6.2,7.0,22.7,319.0,118.6,15.4,1.4,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK); RAMP PLATFORM (BEDROCK), , , , , , ,1386.0161057592995,22.591164618646463
Pulali Point West Wall,47.735708,-122.85479,2083.265,1225.0,3/2/446/0,L,9.0,50.0,9.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,WA 1999-6-14,"1:12,000",WA 1999-04,1999.0,19:35:36,T26N_R01W NW,18445,SP,P,X,P,4.0,B,S,X,S,5.0,PULALI PT,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,5.0,A1 B1 C1,N, , , , , ,P,C, ,P, ,P, , , , ,P, , , , , , ,VER-N FUC-P BAR-C ULV-P OYS-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), SARGASSUM (SAR)",142.0,3.8,11.7,3.6,196.0,13.3,5.2,2.2,"LOW INCLINED CLIFF, RAMP (BEDROCK)", , , ,"LOW INCLINED CLIFF, RAMP (VENEER OF BOULDER, COBBLE OVERLYING BEDROCK)", , , , , , ,2083.244599873351,47.49254237050565
Reef Point,48.536839,-122.718458,4302.064,5282.0,7/3/114/0,L,22.0,54.0,9.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990611.0,S,WA 1997-5-19,"1:12,000",WA 1997-03,1997.0,18:01:19,T35N_R01E NW,18423,SE,SP,X,SP,4.0,B,S,X,S,4.0,CYPRESS IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,20.0,A1 B1 B2 C1, , , , , , , ,P, ,C, , , ,C, ,C,P, , , , , , ,BAR-P ULV-C RED-C SBR-C SAR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (SBR), SARGASSUM (SAR)",170.0,5.1,12.1,5.8,194.0,55.9,9.7,1.4,"HIGH, STEEP CLIFF WITH CAVE (BEDROCK)", , , ,"BEACH FACE (PEBBLE, COBBLE)","BEACH FACE (COBBLE, BOULDER)", , , , , ,4302.142365338277,325.6143352410628
Salmon Beach,47.295776,-122.530768,3687.725,2698.0,5/1/227/0,L,25.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:16:07,T21N_R02E SE,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0,SALMON BEACH,100.0,WB,100.0,3687.72, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,17.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , , ,C, , , , ,P, ,BAR-P ULV-P SAR-C NER-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (NER), SARGASSUM (SAR)",248.0,1.6,2.9,15.3,206.0,17.0,2.9,2.4,SEAWALL (WOOD), , , ,"SEAWALL (WOOD); BEACH FACE (PEBBLE, SAND)","BEACH FACE (PEBBLE, SAND)", , , , , ,3687.7305838773436,8.558423500974929
Watmaugh Bay,48.431304,-122.803311,2602.915,7056.0,8/3/127/0,L,4.0,3.0,3.0,Harper,Harper,20000115.0,VPC,Dethier,Dethier,20000325.0,V, ,"1:12,000",WA 1999-01,1999.0,16:11:18,T34N_R01W SW,18423,SP,SP,SP,SP,2.0,X,S,X,S,4.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,10.0,A1 B1 B2 C1,N, , , , , ,C,C, ,P, , , , , ,C,P, , , , , , ,VER-N FUC-C BAR-C ULV-P SBR-C SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR)",70.0,11.6,11.5,0.3,160.0,17.1,8.0,1.5,IRREGULAR RAMP PLATFORM (BEDROCK), , , ,"BEACH FACE (PEBBLE, SAND)",IRREGULAR RAMP PLATFORM (BEDROCK), , , , , ,2602.8982364386898,50.250833570647146
Arsenic Wall,47.298857,-122.501594,1601.363,2687.0,5/1/216/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:11:41,T21N_R02E SE,18445,SP,SP,SP,SP,3.0,B,S,X,E,4.0,RUSTON,100.0,LF,100.0,1601.36, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1, , , , , , ,P,C, ,P, , ,P, , ,P, , , , , , , ,FUC-P BAR-C ULV-P MUS-P SBR-P,"ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), GREEN ALGAE (ULV), KELP (SBR)",66.0,5.9,6.7,6.0,48.0,17.1,6.2,2.4,"LANDFILL, SEAWALL (FILL, RIPRAP)", , , ,"LANDFILL (FILL, RIPRAP)", , , , , ,TAILINGS DEPOSIT,1601.3624928845536,53.26287596105772
Glen Ayr Ravine,47.419888,-123.129494,8293.901,1111.0,3/2/332/0,L,30.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,"WA 1999-5-5,6","1:12,000",WA 1999-03,1999.0,18:09:09,T22N_R04W NE,18445,SP,P,X,P,4.0,A,M,X,S,8.0,HOOD CANAL,100.0,RR,80.0,6635.12,CB,20.0,1658.78, ,0.0,0.0,0.0,9.0,20.0,0.0,N,10.0,829.39,20.0,A1 A2 B1 C1, , , , , , ,P,C, ,P, ,P, , , , ,P, , , ,P, , ,FUC-P BAR-C ULV-P OYS-P SAR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), SARGASSUM (SAR), EELGRASS (ZOS)",114.0,2.3,3.1,3.0,96.0,14.4,5.9,2.2,"LANDFILL (FILL); LOW INCLINED CLIFF, RAMP (DUNE GRASSES, LIVE TREES OVERLYING TILL)","SEAWALL (RIPRAP); WHARF (WOOD, RIPRAP)", , ,"BEACH FACE (VENEER OF PEBBLE OVERLYING SAND); WHARF (WOOD, RIPRAP)", , , , , ,WHARVES,8293.902635618882,101.49332316699439
Lowman Beach Park,47.540152,-122.397713,368.128,2583.0,5/1/110/0,L,24.0,66.0,10.0,Harper,Harper,19990222.0,V,Dethier,Dethier,19990302.0,V, ,"1:12,000",WA 1997-08,1997.0,21:33:47,T24N_R03E SE,18445,SP,SP,SP,SP,4.0,A,M,S,S,6.0, ,60.0,CB,40.0,147.25,WB,20.0,73.63, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,30.0,A1 B1 C1, , , , , , , ,P, ,P, , , , , ,P, , , , , , , ,BAR-P ULV-P SBR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",256.0,9.4,8.6,7.8,334.0,18.9,7.3,2.4,"SEAWALL (CONCRETE, WOOD); BEACH FACE (LOGS OVERLYING SAND, PEBBLE)", , , ,"BEACH FACE (SAND, PEBBLE)", , , , , , ,368.12790538556965,24.680225894961307
